EHRProductVersion,AttestationID,ProviderID,ProductClassification,PaymentYear,ProviderType,ProgramYear,Specialty,ProductSetting,ProgramType,BusinessState/Territory,VendorName,EHRProductName,AttestationYear,AttestationMonth
2,69611,501,Complete EHR,1,EP,2011,PODIATRY,Ambulatory,Medicare,LA,BioMedix Vascular Solutions,TRAKnet Practice Management Software,2012,1
2010,55309,502,Complete EHR,1,EP,2012,FAMILY PRACTICE,Ambulatory,Medicare,IL,Epic Systems Corporation,EpicCare Ambulatory - Core EMR,2012,11
2010,47476,503,Complete EHR,1,EP,2011,GASTROENTEROLOGY,Ambulatory,Medicare,OR,Epic Systems Corporation,EpicCare Ambulatory - Core EMR,2011,9
version 1.0,152497,504,Modular EHR,1,Hospital,2012,N/A,Inpatient,Medicare/Medicaid,IN,"Parkview Health System, Inc.",CareView,2012,6
2011/2012,152497,504,Modular EHR,1,Hospital,2012,N/A,Inpatient,Medicare/Medicaid,IN,"CareEvolution, Inc.",HIEBus?,2012,6
8,152497,504,Modular EHR,1,Hospital,2012,N/A,Inpatient,Medicare/Medicaid,IN,LOGICARE® Corporation,LOGICARE®,2012,6
2.2,152497,504,Modular EHR,1,Hospital,2012,N/A,Inpatient,Medicare/Medicaid,IN,"Outcome Sciences, Inc. (Outcome)",Outcome TotalQuality®,2012,6
Summer 2009,98560,505,Complete EHR,1,EP,2012,OPTOMETRY,Ambulatory,Medicare,TX,Epic Systems Corporation,EpicCare Ambulatory - Core EMR,2012,10
6.2,72169,506,Complete EHR,1,EP,2012,CARDIOVASCULAR DISEASE (CARDIOLOGY),Ambulatory,Medicare,IL,Sage,Sage Intergy Meaningful Use Edition,2012,9
7.2,179607,507,Complete EHR,1,EP,2012,DIAGNOSTIC RADIOLOGY,Ambulatory,Medicare,VA,Merge Healthcare,Merge RIS,2012,8
9.5,78455,508,Complete EHR,1,EP,2011,PODIATRY,Ambulatory,Medicare,MA,GE Healthcare,Centricity Practice Solution,2011,12
9.5,79710,508,Complete EHR,2,EP,2012,PODIATRY,Ambulatory,Medicare,MA,GE Healthcare,Centricity Practice Solution,2013,1
2010,47428,509,Complete EHR,1,EP,2011,THORACIC SURGERY,Ambulatory,Medicare,OR,Epic Systems Corporation,EpicCare Ambulatory - Core EMR,2011,8
9,13746,510,Complete EHR,1,EP,2012,FAMILY PRACTICE,Ambulatory,Medicare,NY,eClinicalWorks LLC,eClinicalWorks,2012,12
Summer 2009,98629,511,Complete EHR,1,EP,2012,PODIATRY,Ambulatory,Medicare,TX,Epic Systems Corporation,EpicCare Ambulatory - Core EMR,2012,11
3,133087,512,Complete EHR,1,EP,2011,OPTOMETRY,Ambulatory,Medicare,TX,Cyclops Vision Corporation,Cyclops EHR,2012,2
Spring 2008,80717,513,Complete EHR,1,EP,2012,FAMILY PRACTICE,Ambulatory,Medicare,NM,Epic Systems Corporation,EpicCare Ambulatory - Core EMR,2013,1
v8.3,164060,514,Complete EHR,1,EP,2012,ORTHOPEDIC SURGERY,Ambulatory,Medicare,SD,SRSsoft,SRS EHR,2012,11
v8.3,164299,515,Complete EHR,1,EP,2012,ORTHOPEDIC SURGERY,Ambulatory,Medicare,IL,SRSsoft,SRS EHR,2012,12
9,7919,516,Complete EHR,1,EP,2011,FAMILY PRACTICE,Ambulatory,Medicare,MA,eClinicalWorks LLC,eClinicalWorks,2012,2
9,15708,516,Complete EHR,2,EP,2012,FAMILY PRACTICE,Ambulatory,Medicare,MA,eClinicalWorks LLC,eClinicalWorks,2013,1
2011,23162,517,Complete EHR,1,EP,2012,OTOLARYNGOLOGY,Ambulatory,Medicare,VA,"Greenway Medical Technologies, Inc.",PrimeSuite,2013,1
Summer 2009,99032,518,Complete EHR,1,EP,2012,CARDIOVASCULAR DISEASE (CARDIOLOGY),Ambulatory,Medicare,FL,Epic Systems Corporation,EpicCare Ambulatory - Core EMR,2012,12
Version 2.0,101797,519,Complete EHR,2,EP,2012,NEUROLOGY,Ambulatory,Medicare,SD,BizMatics Inc,PrognoCIS,2013,1
Version 2.0,101556,519,Complete EHR,1,EP,2011,NEUROLOGY,Ambulatory,Medicare,SD,BizMatics Inc,PrognoCIS,2012,1
2010,49221,520,Complete EHR,1,EP,2011,GENERAL SURGERY,Ambulatory,Medicare,NY,Epic Systems Corporation,EpicCare Ambulatory - Core EMR,2012,2
5.5,107961,521,Modular EHR,1,EP,2012,GASTROENTEROLOGY,Ambulatory,Medicare,CT,Allscripts,Sunrise Ambulatory Care Module Set,2012,12
1.1,107961,521,Modular EHR,1,EP,2012,GASTROENTEROLOGY,Ambulatory,Medicare,CT,Rheumatology and Dermatology Associates PC,Medcomplete,2012,12
2011,107961,521,Modular EHR,1,EP,2012,GASTROENTEROLOGY,Ambulatory,Medicare,CT,Netsmart Technologies,Avatar,2012,12
v8.3,164452,522,Complete EHR,1,EP,2012,FAMILY PRACTICE,Ambulatory,Medicare,UT,SRSsoft,SRS EHR,2012,12
10.3.1,113418,523,Complete EHR,1,EP,2012,FAMILY PRACTICE,Ambulatory,Medicare,OH,McKesson,Horizon Ambulatory Care,2012,10
v10.0,154387,524,Complete EHR,1,EP,2012,INTERNAL MEDICINE,Ambulatory,Medicare,HI,Allscripts,Allscripts MyWay EHR,2012,7
9.3,172211,525,Complete EHR,1,EP,2012,HEMATOLOGY/ONCOLOGY,Ambulatory,Medicare,VA,Allscripts,Allscripts Professional EHR,2012,5
5.1,167856,526,Complete EHR,1,EP,2012,CHIROPRACTIC,Ambulatory,Medicare,MD,"Integrated Practice Solutions, Inc.",ChiroTouch,2013,1
2010,53487,527,Complete EHR,1,EP,2012,FAMILY PRACTICE,Ambulatory,Medicare,WI,Epic Systems Corporation,EpicCare Ambulatory - Core EMR,2012,10
7.2,150464,528,Complete EHR,1,EP,2012,FAMILY PRACTICE,Ambulatory,Medicare,TX,"e-MDs, Inc.",e-MDs Solution Series,2012,11
5.0 r1,175014,529,Complete EHR,1,EP,2012,FAMILY PRACTICE,Ambulatory,Medicare,NE,Custom Computing Corporation,Freedom Medical Systems EHR,2013,1
7.2,149703,530,Complete EHR,1,EP,2011,FAMILY PRACTICE,Ambulatory,Medicare,TX,"e-MDs, Inc.",e-MDs Solution Series,2011,12
3.0.1,188497,531,Complete EHR,1,EP,2012,FAMILY PRACTICE,Ambulatory,Medicare,VA,"Mountainside Software, Inc.",Mountainside Electronic Medical Records,2013,1
8.0.48,76748,532,Complete EHR,1,EP,2011,CRITICAL CARE (INTENSIVISTS),Ambulatory,Medicare,TX,eClinicalWorks LLC,eClinicalWorks,2011,10
9,76748,532,Complete EHR,1,EP,2011,CRITICAL CARE (INTENSIVISTS),Ambulatory,Medicare,TX,eClinicalWorks LLC,eClinicalWorks,2011,10
2,136957,533,Complete EHR,1,EP,2011,PLASTIC AND RECONSTRUCTIVE SURGERY,Ambulatory,Medicare,TX,Practice Fusion,Practice Fusion,2012,1
Summer 2009,92482,534,Complete EHR,1,EP,2011,ENDOCRINOLOGY,Ambulatory,Medicare,MA,Epic Systems Corporation,EpicCare Ambulatory - Core EMR,2011,12
9.5.2,149071,535,Complete EHR,1,EP,2012,ENDOCRINOLOGY,Ambulatory,Medicare,NJ,McKesson,Practice Partner,2012,12
V7.00,163511,536,Complete EHR,1,EP,2012,FAMILY PRACTICE,Ambulatory,Medicare,PA,"Vitera Healthcare Solutions, LLC",Vitera Intergy Meaningful Use Edition,2012,11
Summer 2009,93038,537,Complete EHR,1,EP,2011,OTOLARYNGOLOGY,Ambulatory,Medicare,MA,Epic Systems Corporation,EpicCare Ambulatory - Core EMR,2011,12
9.2.2,128080,538,Complete EHR,1,EP,2012,FAMILY PRACTICE,Ambulatory,Medicare,KS,Allscripts,Allscripts Professional EHR,2012,4
5.6 SP1,31163,539,Complete EHR,1,EP,2012,GENERAL SURGERY,Ambulatory,Medicare,KS,NextGen Healthcare,NextGen Ambulatory EHR,2012,8
11.2,25105,540,Complete EHR,1,EP,2012,FAMILY PRACTICE,Ambulatory,Medicare,IA,Allscripts,Allscripts Enterprise EHR,2012,11
11.3,189626,541,Complete EHR,1,EP,2012,INTERNAL MEDICINE,Ambulatory,Medicare,AR,"Sevocity a division of Conceptual MindWorks, Inc",Sevocity,2012,11
3.12,162390,542,Modular EHR,1,EP,2012,INTERNAL MEDICINE,Ambulatory,Medicare,CA,Sharp HealthCare,MySharp,2013,1
V11.2,162390,542,Modular EHR,1,EP,2012,INTERNAL MEDICINE,Ambulatory,Medicare,CA,Allscripts,Allscripts Enterprise EHR,2013,1
v11,176210,543,Complete EHR,1,EP,2012,INTERNAL MEDICINE,Ambulatory,Medicare,MS,McKesson,Horizon Ambulatory Care,2012,12
2,70489,544,Complete EHR,2,EP,2012,PODIATRY,Ambulatory,Medicare,FL,BioMedix Vascular Solutions,TRAKnet Practice Management Software,2013,1
2,69708,544,Complete EHR,1,EP,2011,PODIATRY,Ambulatory,Medicare,FL,BioMedix Vascular Solutions,TRAKnet Practice Management Software,2012,2
2012.M09.16,192405,545,Modular EHR,1,EP,2012,OBSTETRICS/GYNECOLOGY,Ambulatory,Medicare,UT,Intermountain Healthcare,HELP2,2013,1
2012.M10.17,192405,545,Complete EHR,1,EP,2012,OBSTETRICS/GYNECOLOGY,Ambulatory,Medicare,UT,Intermountain Healthcare,HELP2,2013,1
2012.M09.16,192405,545,Complete EHR,1,EP,2012,OBSTETRICS/GYNECOLOGY,Ambulatory,Medicare,UT,Intermountain Healthcare,HELP2,2013,1
2012.M08.16,192405,545,Complete EHR,1,EP,2012,OBSTETRICS/GYNECOLOGY,Ambulatory,Medicare,UT,Intermountain Healthcare,HELP2,2013,1
2012.M08.16,192405,545,Modular EHR,1,EP,2012,OBSTETRICS/GYNECOLOGY,Ambulatory,Medicare,UT,Intermountain Healthcare,HELP2,2013,1
2012.M08.13,192405,545,Complete EHR,1,EP,2012,OBSTETRICS/GYNECOLOGY,Ambulatory,Medicare,UT,Intermountain Healthcare,HELP2 Clinical Desktop,2013,1
2012.M10.17,192405,545,Modular EHR,1,EP,2012,OBSTETRICS/GYNECOLOGY,Ambulatory,Medicare,UT,Intermountain Healthcare,HELP2,2013,1
2012.M11.22,192405,545,Modular EHR,1,EP,2012,OBSTETRICS/GYNECOLOGY,Ambulatory,Medicare,UT,Intermountain Healthcare,HELP2,2013,1
2012.M11.16,192405,545,Complete EHR,1,EP,2012,OBSTETRICS/GYNECOLOGY,Ambulatory,Medicare,UT,Intermountain Healthcare,HELP2,2013,1
2012.M10.25,192405,545,Modular EHR,1,EP,2012,OBSTETRICS/GYNECOLOGY,Ambulatory,Medicare,UT,Intermountain Healthcare,HELP2,2013,1
2012.M09.21,192405,545,Modular EHR,1,EP,2012,OBSTETRICS/GYNECOLOGY,Ambulatory,Medicare,UT,Intermountain Healthcare,HELP2,2013,1
2012.M09.20,192405,545,Complete EHR,1,EP,2012,OBSTETRICS/GYNECOLOGY,Ambulatory,Medicare,UT,Intermountain Healthcare,HELP2,2013,1
2012.M10.18,192405,545,Complete EHR,1,EP,2012,OBSTETRICS/GYNECOLOGY,Ambulatory,Medicare,UT,Intermountain Healthcare,HELP2,2013,1
2012.M10.18,192405,545,Modular EHR,1,EP,2012,OBSTETRICS/GYNECOLOGY,Ambulatory,Medicare,UT,Intermountain Healthcare,HELP2,2013,1
2012.M08.13,192405,545,Modular EHR,1,EP,2012,OBSTETRICS/GYNECOLOGY,Ambulatory,Medicare,UT,Intermountain Healthcare,HELP2 Clinical Desktop,2013,1
2012.M10.23,192405,545,Complete EHR,1,EP,2012,OBSTETRICS/GYNECOLOGY,Ambulatory,Medicare,UT,Intermountain Healthcare,HELP2,2013,1
2012.M11.16,192405,545,Modular EHR,1,EP,2012,OBSTETRICS/GYNECOLOGY,Ambulatory,Medicare,UT,Intermountain Healthcare,HELP2,2013,1
2012.M09.21,192405,545,Complete EHR,1,EP,2012,OBSTETRICS/GYNECOLOGY,Ambulatory,Medicare,UT,Intermountain Healthcare,HELP2,2013,1
2012.M10.23,192405,545,Modular EHR,1,EP,2012,OBSTETRICS/GYNECOLOGY,Ambulatory,Medicare,UT,Intermountain Healthcare,HELP2,2013,1
2012.M10.25,192405,545,Complete EHR,1,EP,2012,OBSTETRICS/GYNECOLOGY,Ambulatory,Medicare,UT,Intermountain Healthcare,HELP2,2013,1
2012.M09.20,192405,545,Modular EHR,1,EP,2012,OBSTETRICS/GYNECOLOGY,Ambulatory,Medicare,UT,Intermountain Healthcare,HELP2,2013,1
2010.2,82007,546,Complete EHR,1,EP,2011,INTERNAL MEDICINE,Ambulatory,Medicare,FL,"MedPlus, A Quest Diagnostics Company",Care360 EHR,2011,11
7.6,81559,547,Complete EHR,1,EP,2012,OPHTHALMOLOGY,Ambulatory,Medicare,TN,Medflow,Medflow E HR,2012,12
9,17229,548,Complete EHR,2,EP,2012,FAMILY PRACTICE,Ambulatory,Medicare,CA,eClinicalWorks LLC,eClinicalWorks,2013,1
9,5511,548,Complete EHR,1,EP,2011,FAMILY PRACTICE,Ambulatory,Medicare,CA,eClinicalWorks LLC,eClinicalWorks,2011,12
9.2.2,127609,549,Complete EHR,1,EP,2011,FAMILY PRACTICE,Ambulatory,Medicare,OH,Allscripts,Allscripts Professional EHR,2011,12
9.2.2,128711,549,Complete EHR,2,EP,2012,FAMILY PRACTICE,Ambulatory,Medicare,OH,Allscripts,Allscripts Professional EHR,2013,1
7.1.r3,177199,550,Complete EHR,1,EP,2012,CHIROPRACTIC,Ambulatory,Medicare,MA,ACOM Health,RAPID,2013,1
2011,20762,551,Complete EHR,1,EP,2012,FAMILY PRACTICE,Ambulatory,Medicare,CA,"Greenway Medical Technologies, Inc.",PrimeSuite,2012,7
7,46216,552,Complete EHR,1,EP,2011,FAMILY PRACTICE,Ambulatory,Medicare,IL,"e-MDs, Inc.",e-MDs Solution Series,2011,10
10.6,193184,553,Complete EHR,1,EP,2012,OPTOMETRY,Ambulatory,Medicare,AZ,Eyefinity/OfficeMate,OfficeMate/ExamWRITER,2013,1
9.5,40378,554,Complete EHR,1,EP,2011,INTERNAL MEDICINE,Ambulatory,Medicare,CO,GE Healthcare,Centricity EMR,2012,1
7.6,81238,555,Complete EHR,1,EP,2012,OPHTHALMOLOGY,Ambulatory,Medicare,WA,Medflow,Medflow E HR,2012,8
2011,20008,556,Complete EHR,1,EP,2011,FAMILY PRACTICE,Ambulatory,Medicare,TN,"Greenway Medical Technologies, Inc.",PrimeSuite,2012,1
2011,22966,556,Complete EHR,2,EP,2012,FAMILY PRACTICE,Ambulatory,Medicare,TN,"Greenway Medical Technologies, Inc.",PrimeSuite,2013,1
2010.01.17 and P2 Sentinel v.4.2.1,151765,557,Complete EHR,1,EP,2012,CARDIOVASCULAR DISEASE (CARDIOLOGY),Ambulatory,Medicare,NC,Cerner Corporation,"Powerchart, Cerner Healthe, IQHealth, HealthSentry, and P2 Sentinel",2012,11
2010,54812,558,Complete EHR,1,EP,2012,DERMATOLOGY,Ambulatory,Medicare,CA,Epic Systems Corporation,EpicCare Ambulatory - Core EMR,2012,11
11.2,155625,559,Complete EHR,1,EP,2011,INTERNAL MEDICINE,Ambulatory,Medicare,IL,Allscripts,Allscripts Enterprise EHR,2011,12
11.2,159244,559,Complete EHR,2,EP,2012,INTERNAL MEDICINE,Ambulatory,Medicare,IL,Allscripts,Allscripts Enterprise EHR,2013,1
Summer 2009,98902,560,Complete EHR,1,EP,2012,OBSTETRICS/GYNECOLOGY,Ambulatory,Medicare,TX,Epic Systems Corporation,EpicCare Ambulatory - Core EMR,2012,11
2010,53615,561,Complete EHR,1,EP,2012,GASTROENTEROLOGY,Ambulatory,Medicare,OH,Epic Systems Corporation,EpicCare Ambulatory - Core EMR,2012,10
11.1,162094,562,Complete EHR,1,EP,2011,FAMILY PRACTICE,Ambulatory,Medicare,MA,"athenahealth, Inc",athenaClinicals,2011,11
11.2,169554,563,Modular EHR,2,EP,2012,FAMILY PRACTICE,Ambulatory,Medicare,CT,Allscripts,Allscripts Enterprise EHR,2013,1
11.2,169125,563,Modular EHR,1,EP,2011,FAMILY PRACTICE,Ambulatory,Medicare,CT,Allscripts,Allscripts Enterprise EHR,2012,2
1.2,169554,563,Modular EHR,2,EP,2012,FAMILY PRACTICE,Ambulatory,Medicare,CT,Jardogs,Follow My Health,2013,1
1.2,169125,563,Modular EHR,1,EP,2011,FAMILY PRACTICE,Ambulatory,Medicare,CT,Jardogs,Follow My Health,2012,2
v10.0,154434,564,Complete EHR,1,EP,2012,EMERGENCY MEDICINE,Ambulatory,Medicare,GA,Allscripts,Allscripts MyWay EHR,2012,10
2010.01.17 and P2 Sentinel v.4.2.1,151717,565,Complete EHR,1,EP,2012,CARDIOVASCULAR DISEASE (CARDIOLOGY),Ambulatory,Medicare,NC,Cerner Corporation,"Powerchart, Cerner Healthe, IQHealth, HealthSentry, and P2 Sentinel",2012,11
9,13122,566,Complete EHR,1,EP,2012,OTOLARYNGOLOGY,Ambulatory,Medicare,HI,eClinicalWorks LLC,eClinicalWorks,2012,11
2.6,106485,567,Complete EHR,2,EP,2012,MEDICAL ONCOLOGY,Ambulatory,Medicare,NJ,"Altos Solutions, Inc.",OncoEMR,2013,1
2.6,106102,567,Complete EHR,1,EP,2011,MEDICAL ONCOLOGY,Ambulatory,Medicare,NJ,"Altos Solutions, Inc.",OncoEMR,2011,11
2010,60820,568,Complete EHR,2,EP,2012,ORTHOPEDIC SURGERY,Ambulatory,Medicare,CA,Epic Systems Corporation,EpicCare Ambulatory - Core EMR,2013,1
2010,48507,568,Complete EHR,1,EP,2011,ORTHOPEDIC SURGERY,Ambulatory,Medicare,CA,Epic Systems Corporation,EpicCare Ambulatory - Core EMR,2012,1
Summer 2009,100374,569,Complete EHR,2,EP,2012,GENERAL SURGERY,Ambulatory,Medicare,IL,Epic Systems Corporation,EpicCare Ambulatory - Core EMR,2013,1
Summer 2009,91447,569,Complete EHR,1,EP,2011,GENERAL SURGERY,Ambulatory,Medicare,IL,Epic Systems Corporation,EpicCare Ambulatory - Core EMR,2011,11
10.5,179164,570,Complete EHR,1,EP,2012,OPHTHALMOLOGY,Ambulatory,Medicare,TX,Eyefinity/OfficeMate,OfficeMate/ExamWRITER,2012,7
2010.01.07 and P2 Sentinel v4.2.1,68951,571,Complete EHR,1,EP,2012,INTERVENTIONAL PAIN MANAGEMENT,Inpatient,Medicare,GA,Cerner Corporation,"Cerner Millennium Powerchart, Cerner Millennium FirstNet, Cerner Millennium ProF",2013,1
19.5,66199,572,Complete EHR,1,EP,2012,GASTROENTEROLOGY,Ambulatory,Medicare,PA,"Community Computer Service, Inc.",MEDENT,2012,9
10,124813,573,Complete EHR,1,EP,2012,OPTOMETRY,Ambulatory,Medicare,CT,Eyefinity/OfficeMate,OfficeMate/ExamWRITER,2012,8
10.5,179223,574,Complete EHR,1,EP,2012,OPTOMETRY,Ambulatory,Medicare,IL,Eyefinity/OfficeMate,OfficeMate/ExamWRITER,2012,9
V7.10,162959,575,Complete EHR,1,EP,2012,FAMILY PRACTICE,Ambulatory,Medicare,OR,"Vitera Healthcare Solutions, LLC",Vitera Intergy Meaningful Use Edition,2012,12
2010.01.17 and P2 Sentinel v.4.2.1,151730,576,Complete EHR,1,EP,2012,INTERNAL MEDICINE,Ambulatory,Medicare,NC,Cerner Corporation,"Powerchart, Cerner Healthe, IQHealth, HealthSentry, and P2 Sentinel",2012,11
9,9167,577,Complete EHR,1,EP,2012,FAMILY PRACTICE,Ambulatory,Medicare,IL,eClinicalWorks LLC,eClinicalWorks,2012,5
3.x,109102,578,Modular EHR,1,EP,2011,PULMONARY DISEASE,Ambulatory,Medicare,IL,DrFirst,Rcopia MU,2012,1
2,109487,578,Modular EHR,2,EP,2012,PULMONARY DISEASE,Ambulatory,Medicare,IL,WellCentive,WellCentive Registry,2013,1
3.x,109487,578,Modular EHR,2,EP,2012,PULMONARY DISEASE,Ambulatory,Medicare,IL,DrFirst,Rcopia MU,2013,1
2,109102,578,Modular EHR,1,EP,2011,PULMONARY DISEASE,Ambulatory,Medicare,IL,WellCentive,WellCentive Registry,2012,1
3.6.0,67554,579,Complete EHR,1,EP,2012,CHIROPRACTIC,Ambulatory,Medicare,CA,Office Ally,EHR 24/7,2012,4
5.5,101879,580,Complete EHR,1,Hospital,2012,N/A,Inpatient,Medicare/Medicaid,WI,Allscripts,Sunrise Acute Care,2012,10
7.2,149594,581,Complete EHR,1,EP,2011,FAMILY PRACTICE,Ambulatory,Medicare,IN,"e-MDs, Inc.",e-MDs Solution Series,2011,11
5.6 SP1,29545,582,Complete EHR,1,EP,2012,FAMILY PRACTICE,Ambulatory,Medicare,AR,NextGen Healthcare,NextGen Ambulatory EHR,2012,5
11.9,146550,583,Complete EHR,1,EP,2011,INTERNAL MEDICINE,Ambulatory,Medicare,IL,"athenahealth, Inc",athenaClinicals,2011,9
2.5 build 25,132441,584,Complete EHR,1,EP,2011,CHIROPRACTIC,Ambulatory,Medicare,CA,"Midwest Software, LLC",Chiro QuickCharts,2012,2
5.1,168065,584,Complete EHR,2,EP,2012,CHIROPRACTIC,Ambulatory,Medicare,CA,"Integrated Practice Solutions, Inc.",ChiroTouch,2013,1
2011,21532,585,Complete EHR,1,EP,2012,PULMONARY DISEASE,Ambulatory,Medicare,VA,"Greenway Medical Technologies, Inc.",PrimeSuite,2012,11
11.2,169261,586,Modular EHR,1,EP,2012,UROLOGY,Ambulatory,Medicare,MO,Allscripts,Allscripts Enterprise EHR,2012,11
1.2,169261,586,Modular EHR,1,EP,2012,UROLOGY,Ambulatory,Medicare,MO,Jardogs,Follow My Health,2012,11
Summer 2009,87708,587,Complete EHR,1,EP,2011,INTERNAL MEDICINE,Ambulatory,Medicare,CA,Epic Systems Corporation,EpicCare Ambulatory - Core EMR,2011,7
2010,63603,587,Complete EHR,2,EP,2012,INTERNAL MEDICINE,Ambulatory,Medicare,CA,Epic Systems Corporation,EpicCare Ambulatory - Core EMR,2013,1
9.7.1.0,117393,588,Complete EHR,1,EP,2012,OPHTHALMOLOGY,Ambulatory,Medicare,NY,"Penn Medical Informatics Systems, Inc.",EyeDoc EMR,2013,1
9.3,172367,589,Complete EHR,1,EP,2012,PULMONARY DISEASE,Ambulatory,Medicare,VA,Allscripts,Allscripts Professional EHR,2012,7
6.4,114359,590,Complete EHR,1,EP,2011,OPHTHALMOLOGY,Ambulatory,Medicare,KY,"MED3000, Inc",InteGreat EHR,2012,1
2010,48619,591,Complete EHR,1,EP,2011,FAMILY PRACTICE,Ambulatory,Medicare,OH,Epic Systems Corporation,EpicCare Ambulatory - Core EMR,2012,2
"Version 2007.19.12, P2 Sentinel Version 4.2.1",103556,592,Complete EHR,1,Hospital,2012,N/A,Inpatient,Medicare/Medicaid,TX,Cerner Corporation,"Cerner Millennium Powerchart, Cerner Millennium FirstNet, Cerner Millennium ProF",2012,9
2012.M08.13,192518,593,Complete EHR,1,EP,2012,GERIATRIC MEDICINE,Ambulatory,Medicare,UT,Intermountain Healthcare,HELP2 Clinical Desktop,2013,1
2012.M11.16,192518,593,Complete EHR,1,EP,2012,GERIATRIC MEDICINE,Ambulatory,Medicare,UT,Intermountain Healthcare,HELP2,2013,1
2012.M10.23,192518,593,Complete EHR,1,EP,2012,GERIATRIC MEDICINE,Ambulatory,Medicare,UT,Intermountain Healthcare,HELP2,2013,1
2012.M10.25,192518,593,Modular EHR,1,EP,2012,GERIATRIC MEDICINE,Ambulatory,Medicare,UT,Intermountain Healthcare,HELP2,2013,1
2012.M10.18,192518,593,Modular EHR,1,EP,2012,GERIATRIC MEDICINE,Ambulatory,Medicare,UT,Intermountain Healthcare,HELP2,2013,1
2012.M09.16,192518,593,Complete EHR,1,EP,2012,GERIATRIC MEDICINE,Ambulatory,Medicare,UT,Intermountain Healthcare,HELP2,2013,1
2012.M09.20,192518,593,Complete EHR,1,EP,2012,GERIATRIC MEDICINE,Ambulatory,Medicare,UT,Intermountain Healthcare,HELP2,2013,1
2012.M10.17,192518,593,Modular EHR,1,EP,2012,GERIATRIC MEDICINE,Ambulatory,Medicare,UT,Intermountain Healthcare,HELP2,2013,1
2012.M08.13,192518,593,Modular EHR,1,EP,2012,GERIATRIC MEDICINE,Ambulatory,Medicare,UT,Intermountain Healthcare,HELP2 Clinical Desktop,2013,1
2012.M09.16,192518,593,Modular EHR,1,EP,2012,GERIATRIC MEDICINE,Ambulatory,Medicare,UT,Intermountain Healthcare,HELP2,2013,1
2012.M10.18,192518,593,Complete EHR,1,EP,2012,GERIATRIC MEDICINE,Ambulatory,Medicare,UT,Intermountain Healthcare,HELP2,2013,1
2012.M11.16,192518,593,Modular EHR,1,EP,2012,GERIATRIC MEDICINE,Ambulatory,Medicare,UT,Intermountain Healthcare,HELP2,2013,1
2012.M09.20,192518,593,Modular EHR,1,EP,2012,GERIATRIC MEDICINE,Ambulatory,Medicare,UT,Intermountain Healthcare,HELP2,2013,1
2012.M08.16,192518,593,Complete EHR,1,EP,2012,GERIATRIC MEDICINE,Ambulatory,Medicare,UT,Intermountain Healthcare,HELP2,2013,1
2012.M11.22,192518,593,Modular EHR,1,EP,2012,GERIATRIC MEDICINE,Ambulatory,Medicare,UT,Intermountain Healthcare,HELP2,2013,1
2012.M10.23,192518,593,Modular EHR,1,EP,2012,GERIATRIC MEDICINE,Ambulatory,Medicare,UT,Intermountain Healthcare,HELP2,2013,1
2012.M08.16,192518,593,Modular EHR,1,EP,2012,GERIATRIC MEDICINE,Ambulatory,Medicare,UT,Intermountain Healthcare,HELP2,2013,1
2012.M10.17,192518,593,Complete EHR,1,EP,2012,GERIATRIC MEDICINE,Ambulatory,Medicare,UT,Intermountain Healthcare,HELP2,2013,1
2012.M10.25,192518,593,Complete EHR,1,EP,2012,GERIATRIC MEDICINE,Ambulatory,Medicare,UT,Intermountain Healthcare,HELP2,2013,1
2012.M09.21,192518,593,Modular EHR,1,EP,2012,GERIATRIC MEDICINE,Ambulatory,Medicare,UT,Intermountain Healthcare,HELP2,2013,1
2012.M09.21,192518,593,Complete EHR,1,EP,2012,GERIATRIC MEDICINE,Ambulatory,Medicare,UT,Intermountain Healthcare,HELP2,2013,1
9.5,43451,594,Complete EHR,1,EP,2012,FAMILY PRACTICE,Ambulatory,Medicare,DE,GE Healthcare,Centricity EMR,2012,10
11.2,169486,595,Modular EHR,1,EP,2012,NEUROSURGERY,Ambulatory,Medicare,MO,Allscripts,Allscripts Enterprise EHR,2013,1
1.2,169486,595,Modular EHR,1,EP,2012,NEUROSURGERY,Ambulatory,Medicare,MO,Jardogs,Follow My Health,2013,1
2010.01.07 and P2 Sentinel v4.2.1,80002,596,Complete EHR,1,EP,2012,EMERGENCY MEDICINE,Ambulatory,Medicare,GA,Cerner Corporation,"Millennium Powerchart, Healthe Exchange, IQHealth, Health Sentry, Cerner Health",2012,9
v8.3,164191,597,Complete EHR,1,EP,2012,ORTHOPEDIC SURGERY,Ambulatory,Medicare,VA,SRSsoft,SRS EHR,2012,11
9,15134,598,Complete EHR,2,EP,2012,OBSTETRICS/GYNECOLOGY,Ambulatory,Medicare,FL,eClinicalWorks LLC,eClinicalWorks,2013,1
9,5548,598,Complete EHR,1,EP,2011,OBSTETRICS/GYNECOLOGY,Ambulatory,Medicare,FL,eClinicalWorks LLC,eClinicalWorks,2011,12
2011,19864,599,Complete EHR,1,EP,2011,OBSTETRICS/GYNECOLOGY,Ambulatory,Medicare,MN,"Greenway Medical Technologies, Inc.",PrimeSuite,2012,1
2011,22992,599,Complete EHR,2,EP,2012,OBSTETRICS/GYNECOLOGY,Ambulatory,Medicare,MN,"Greenway Medical Technologies, Inc.",PrimeSuite,2013,1
2010,37885,600,Complete EHR,1,EP,2011,GENERAL SURGERY,Ambulatory,Medicare,FL,"NCG Medical Systems, Inc.",Perfect Care EH R Meaningful Use Edition,2011,12
